Row Labels,Sum of cases,,,,,,,,,,,,,
New Madrid,2790,,,,,,,,,,,,,
Missouri,2790,,,,,,,,,,,,,
New York City,20740817,,,,,,,,,,,,,
New York,20740817,,,,,,,,,,,,,
Newaygo,9925,,,,,,,,,,,,,
Michigan,9925,,,,,,,,,,,,,
Newberry,13163,,,,,,,,,,,,,
South Carolina,13163,,,,,,,,,,,,,
Newport,23817,,,,,,,,,,,,,
Rhode Island,23817,,,,,,,,,,,,,
Newport News city,35480,,,,,,,,,,,,,
Virginia,35480,,,,,,,,,,,,,
Newton,91233,,,,,,,,,,,,,
Arkansas,449,,,,,,,,,,,,,
Georgia,43152,,,,,,,,,,,,,
Indiana,7550,,,,,,,,,,,,,
Mississippi,23147,,,,,,,,,,,,,
Missouri,16197,,,,,,,,,,,,,
Texas,738,,,,,,,,,,,,,
Nez Perce,8172,,,,,,,,,,,,,
Idaho,8172,,,,,,,,,,,,,
Niagara,91651,,,,,,,,,,,,,
New York,91651,,,,,,,,,,,,,
Nicholas,1357,,,,,,,,,,,,,
Kentucky,427,,,,,,,,,,,,,
West Virginia,930,,,,,,,,,,,,,
Nicollet,8418,,,,,,,,,,,,,
Minnesota,8418,,,,,,,,,,,,,
Niobrara,204,,,,,,,,,,,,,
Wyoming,204,,,,,,,,,,,,,
Noble,28709,,,,,,,,,,,,,
Indiana,26028,,,,,,,,,,,,,
Ohio,697,,,,,,,,,,,,,
Oklahoma,1984,,,,,,,,,,,,,
Nobles,126110,,,,,,,,,,,,,
Minnesota,126110,,,,,,,,,,,,,
Nodaway,1263,,,,,,,,,,,,,
Missouri,1263,,,,,,,,,,,,,
Nolan,1629,,,,,,,,,,,,,
Texas,1629,,,,,,,,,,,,,
Nome Census Area,516,,,,,,,,,,,,,
Alaska,516,,,,,,,,,,,,,
Norfolk,781809,,,,,,,,,,,,,
Massachusetts,781809,,,,,,,,,,,,,
Norfolk city,64127,,,,,,,,,,,,,
Virginia,64127,,,,,,,,,,,,,
Norman,1333,,,,,,,,,,,,,
Minnesota,1333,,,,,,,,,,,,,
North Slope Borough,169,,,,,,,,,,,,,
Alaska,169,,,,,,,,,,,,,
Northampton,322038,,,,,,,,,,,,,
North Carolina,14695,,,,,,,,,,,,,
Pennsylvania,288056,,,,,,,,,,,,,
Virginia,19287,,,,,,,,,,,,,
Northumberland,22357,,,,,,,,,,,,,
Pennsylvania,20011,,,,,,,,,,,,,
Virginia,2346,,,,,,,,,,,,,
Northwest Arctic Borough,249,,,,,,,,,,,,,
Alaska,249,,,,,,,,,,,,,
Norton,419,,,,,,,,,,,,,
Kansas,419,,,,,,,,,,,,,
Norton city,241,,,,,,,,,,,,,
Virginia,241,,,,,,,,,,,,,
Nottoway,5363,,,,,,,,,,,,,
Virginia,5363,,,,,,,,,,,,,
Nowata,2654,,,,,,,,,,,,,
Oklahoma,2654,,,,,,,,,,,,,
Noxubee,16645,,,,,,,,,,,,,
Mississippi,16645,,,,,,,,,,,,,
Nuckolls,90,,,,,,,,,,,,,
Nebraska,90,,,,,,,,,,,,,
Nueces,145462,,,,,,,,,,,,,
Texas,145462,,,,,,,,,,,,,
Nye,8113,,,,,,,,,,,,,
Nevada,8113,,,,,,,,,,,,,
Oakland,997220,,,,,,,,,,,,,
Michigan,997220,,,,,,,,,,,,,
Obion,5341,,,,,,,,,,,,,
Tennessee,5341,,,,,,,,,,,,,
O'Brien,4509,,,,,,,,,,,,,
Iowa,4509,,,,,,,,,,,,,
Ocean,844226,,,,,,,,,,,,,
New Jersey,844226,,,,,,,,,,,,,
Oceana,13864,,,,,,,,,,,,,
Michigan,13864,,,,,,,,,,,,,
Ochiltree,3949,,,,,,,,,,,,,
Texas,3949,,,,,,,,,,,,,
Oconee,25746,,,,,,,,,,,,,
Georgia,12381,,,,,,,,,,,,,
South Carolina,13365,,,,,,,,,,,,,
Oconto,4061,,,,,,,,,,,,,
Wisconsin,4061,,,,,,,,,,,,,
Ogemaw,2518,,,,,,,,,,,,,
Michigan,2518,,,,,,,,,,,,,
Oglala Lakota,4020,,,,,,,,,,,,,
South Dakota,4020,,,,,,,,,,,,,
Ogle,19931,,,,,,,,,,,,,
Illinois,19931,,,,,,,,,,,,,
Oglethorpe,6907,,,,,,,,,,,,,
Georgia,6907,,,,,,,,,,,,,
Ohio,22303,,,,,,,,,,,,,
Indiana,1209,,,,,,,,,,,,,
Kentucky,14696,,,,,,,,,,,,,
West Virginia,6398,,,,,,,,,,,,,
Okaloosa,44810,,,,,,,,,,,,,
Florida,44810,,,,,,,,,,,,,
Okanogan,8146,,,,,,,,,,,,,
Washington,8146,,,,,,,,,,,,,
Okeechobee,17828,,,,,,,,,,,,,
Florida,17828,,,,,,,,,,,,,
Okfuskee,686,,,,,,,,,,,,,
Oklahoma,686,,,,,,,,,,,,,
Oklahoma,195285,,,,,,,,,,,,,
Oklahoma,195285,,,,,,,,,,,,,
Okmulgee,4944,,,,,,,,,,,,,
Oklahoma,4944,,,,,,,,,,,,,
Oktibbeha,27567,,,,,,,,,,,,,
Mississippi,27567,,,,,,,,,,,,,
Oldham,9813,,,,,,,,,,,,,
Kentucky,9405,,,,,,,,,,,,,
Texas,408,,,,,,,,,,,,,
Oliver,138,,,,,,,,,,,,,
North Dakota,138,,,,,,,,,,,,,
Olmsted,68250,,,,,,,,,,,,,
Minnesota,68250,,,,,,,,,,,,,
Oneida,107123,,,,,,,,,,,,,
Idaho,131,,,,,,,,,,,,,
New York,105561,,,,,,,,,,,,,
Wisconsin,1431,,,,,,,,,,,,,
Onondaga,200999,,,,,,,,,,,,,
New York,200999,,,,,,,,,,,,,
Onslow,16730,,,,,,,,,,,,,
North Carolina,16730,,,,,,,,,,,,,
Ontario,19333,,,,,,,,,,,,,
New York,19333,,,,,,,,,,,,,
Ontonagon,17,,,,,,,,,,,,,
Michigan,17,,,,,,,,,,,,,
Orange,2582746,,,,,,,,,,,,,
California,924520,,,,,,,,,,,,,
Florida,559462,,,,,,,,,,,,,
Indiana,11364,,,,,,,,,,,,,
New York,1013842,,,,,,,,,,,,,
North Carolina,45945,,,,,,,,,,,,,
Texas,17202,,,,,,,,,,,,,
Vermont,914,,,,,,,,,,,,,
Virginia,9497,,,,,,,,,,,,,
Orangeburg,40282,,,,,,,,,,,,,
South Carolina,40282,,,,,,,,,,,,,
Oregon,392,,,,,,,,,,,,,
Missouri,392,,,,,,,,,,,,,
Orleans,801811,,,,,,,,,,,,,
Louisiana,780850,,,,,,,,,,,,,
New York,19730,,,,,,,,,,,,,
Vermont,1231,,,,,,,,,,,,,
Orocovis,4505,,,,,,,,,,,,,
Puerto Rico,4505,,,,,,,,,,,,,
Osage,13992,,,,,,,,,,,,,
Kansas,1096,,,,,,,,,,,,,
Missouri,690,,,,,,,,,,,,,
Oklahoma,12206,,,,,,,,,,,,,
Osborne,232,,,,,,,,,,,,,
Kansas,232,,,,,,,,,,,,,
Osceola,146384,,,,,,,,,,,,,
Florida,140855,,,,,,,,,,,,,
Iowa,3517,,,,,,,,,,,,,
Michigan,2012,,,,,,,,,,,,,
Oscoda,998,,,,,,,,,,,,,
Michigan,998,,,,,,,,,,,,,
Oswego,12697,,,,,,,,,,,,,
New York,12697,,,,,,,,,,,,,
Otero,44118,,,,,,,,,,,,,
Colorado,1673,,,,,,,,,,,,,
New Mexico,42445,,,,,,,,,,,,,
Otoe,1103,,,,,,,,,,,,,
Nebraska,1103,,,,,,,,,,,,,
Otsego,18992,,,,,,,,,,,,,
Michigan,11341,,,,,,,,,,,,,
New York,7651,,,,,,,,,,,,,
Ottawa,89421,,,,,,,,,,,,,
Kansas,638,,,,,,,,,,,,,
Michigan,73133,,,,,,,,,,,,,
Ohio,9840,,,,,,,,,,,,,
Oklahoma,5810,,,,,,,,,,,,,
Otter Tail,5974,,,,,,,,,,,,,
Minnesota,5974,,,,,,,,,,,,,
Ouachita,157756,,,,,,,,,,,,,
Arkansas,1504,,,,,,,,,,,,,
Louisiana,156252,,,,,,,,,,,,,
Ouray,821,,,,,,,,,,,,,
Colorado,821,,,,,,,,,,,,,
Outagamie,28454,,,,,,,,,,,,,
Wisconsin,28454,,,,,,,,,,,,,
Overton,3343,,,,,,,,,,,,,
Tennessee,3343,,,,,,,,,,,,,
Owen,4073,,,,,,,,,,,,,
Indiana,3673,,,,,,,,,,,,,
Kentucky,400,,,,,,,,,,,,,
Owsley,225,,,,,,,,,,,,,
Kentucky,225,,,,,,,,,,,,,
Owyhee,2643,,,,,,,,,,,,,
Idaho,2643,,,,,,,,,,,,,
Oxford,2956,,,,,,,,,,,,,
Maine,2956,,,,,,,,,,,,,
Ozark,54,,,,,,,,,,,,,
Missouri,54,,,,,,,,,,,,,
Ozaukee,18691,,,,,,,,,,,,,
Wisconsin,18691,,,,,,,,,,,,,
Pacific,995,,,,,,,,,,,,,
Washington,995,,,,,,,,,,,,,
Page,20459,,,,,,,,,,,,,
Iowa,1382,,,,,,,,,,,,,
Virginia,19077,,,,,,,,,,,,,
Palm Beach,881972,,,,,,,,,,,,,
Florida,881972,,,,,,,,,,,,,
Palo Alto,1517,,,,,,,,,,,,,
Iowa,1517,,,,,,,,,,,,,
Palo Pinto,2027,,,,,,,,,,,,,
Texas,2027,,,,,,,,,,,,,
Pamlico,1496,,,,,,,,,,,,,
North Carolina,1496,,,,,,,,,,,,,
Panola,31879,,,,,,,,,,,,,
Mississippi,15458,,,,,,,,,,,,,
Texas,16421,,,,,,,,,,,,,
Park,5175,,,,,,,,,,,,,
Colorado,2112,,,,,,,,,,,,,
Montana,1088,,,,,,,,,,,,,
Wyoming,1975,,,,,,,,,,,,,
Parke,2167,,,,,,,,,,,,,
Indiana,2167,,,,,,,,,,,,,
Parker,16453,,,,,,,,,,,,,
Texas,16453,,,,,,,,,,,,,
Parmer,9499,,,,,,,,,,,,,
Texas,9499,,,,,,,,,,,,,
Pasco,111129,,,,,,,,,,,,,
Florida,111129,,,,,,,,,,,,,
Pasquotank,12199,,,,,,,,,,,,,
North Carolina,12199,,,,,,,,,,,,,
Passaic,1522508,,,,,,,,,,,,,
New Jersey,1522508,,,,,,,,,,,,,
Patillas,3332,,,,,,,,,,,,,
Puerto Rico,3332,,,,,,,,,,,,,
Patrick,2258,,,,,,,,,,,,,
Virginia,2258,,,,,,,,,,,,,
Paulding,42188,,,,,,,,,,,,,
Georgia,40597,,,,,,,,,,,,,
Ohio,1591,,,,,,,,,,,,,
Pawnee,4579,,,,,,,,,,,,,
Kansas,182,,,,,,,,,,,,,
Nebraska,10,,,,,,,,,,,,,
Oklahoma,4387,,,,,,,,,,,,,
Payette,5663,,,,,,,,,,,,,
Idaho,5663,,,,,,,,,,,,,
Payne,16733,,,,,,,,,,,,,
Oklahoma,16733,,,,,,,,,,,,,
Peach,8496,,,,,,,,,,,,,
Georgia,8496,,,,,,,,,,,,,
Pearl River,21883,,,,,,,,,,,,,
Mississippi,21883,,,,,,,,,,,,,
Pecos,6977,,,,,,,,,,,,,
Texas,6977,,,,,,,,,,,,,
Pembina,659,,,,,,,,,,,,,
North Dakota,659,,,,,,,,,,,,,
Pemiscot,7858,,,,,,,,,,,,,
Missouri,7858,,,,,,,,,,,,,
Pend Oreille,420,,,,,,,,,,,,,
Washington,420,,,,,,,,,,,,,
Pender,13345,,,,,,,,,,,,,
North Carolina,13345,,,,,,,,,,,,,
Pendleton,2125,,,,,,,,,,,,,
Kentucky,1171,,,,,,,,,,,,,
West Virginia,954,,,,,,,,,,,,,
Pennington,29539,,,,,,,,,,,,,
Minnesota,2522,,,,,,,,,,,,,
South Dakota,27017,,,,,,,,,,,,,
Penobscot,9602,,,,,,,,,,,,,
Maine,9602,,,,,,,,,,,,,
Penuelas,1355,,,,,,,,,,,,,
Puerto Rico,1355,,,,,,,,,,,,,
Peoria,30678,,,,,,,,,,,,,
Illinois,30678,,,,,,,,,,,,,
Pepin,248,,,,,,,,,,,,,
Wisconsin,248,,,,,,,,,,,,,
Perkins,31,,,,,,,,,,,,,
Nebraska,7,,,,,,,,,,,,,
South Dakota,24,,,,,,,,,,,,,
Perquimans,2461,,,,,,,,,,,,,
North Carolina,2461,,,,,,,,,,,,,
Perry,47543,,,,,,,,,,,,,
Alabama,7795,,,,,,,,,,,,,
Arkansas,1687,,,,,,,,,,,,,
Illinois,3801,,,,,,,,,,,,,
Indiana,6879,,,,,,,,,,,,,
Kentucky,3404,,,,,,,,,,,,,
Mississippi,5090,,,,,,,,,,,,,
Missouri,8578,,,,,,,,,,,,,
Ohio,2285,,,,,,,,,,,,,
Pennsylvania,5852,,,,,,,,,,,,,
Tennessee,2172,,,,,,,,,,,,,
Pershing,353,,,,,,,,,,,,,
Nevada,353,,,,,,,,,,,,,
Person,6270,,,,,,,,,,,,,
North Carolina,6270,,,,,,,,,,,,,
Petersburg Borough,382,,,,,,,,,,,,,
Alaska,382,,,,,,,,,,,,,
Petersburg city,14599,,,,,,,,,,,,,
Virginia,14599,,,,,,,,,,,,,
Pettis,8394,,,,,,,,,,,,,
Missouri,8394,,,,,,,,,,,,,
Phelps,3050,,,,,,,,,,,,,
Missouri,1413,,,,,,,,,,,,,
Nebraska,1637,,,,,,,,,,,,,
Philadelphia,2121597,,,,,,,,,,,,,
Pennsylvania,2121597,,,,,,,,,,,,,
Phillips,7497,,,,,,,,,,,,,
Arkansas,5668,,,,,,,,,,,,,
Colorado,1182,,,,,,,,,,,,,
Kansas,647,,,,,,,,,,,,,
Piatt,1292,,,,,,,,,,,,,
Illinois,1292,,,,,,,,,,,,,
Pickaway,188737,,,,,,,,,,,,,
Ohio,188737,,,,,,,,,,,,,
Pickens,57796,,,,,,,,,,,,,
Alabama,13087,,,,,,,,,,,,,
Georgia,6084,,,,,,,,,,,,,
South Carolina,38625,,,,,,,,,,,,,
Pickett,324,,,,,,,,,,,,,
Tennessee,324,,,,,,,,,,,,,
Pierce,258724,,,,,,,,,,,,,
Georgia,12431,,,,,,,,,,,,,
Nebraska,489,,,,,,,,,,,,,
North Dakota,411,,,,,,,,,,,,,
Washington,240807,,,,,,,,,,,,,
Wisconsin,4586,,,,,,,,,,,,,
Pike,111522,,,,,,,,,,,,,
Alabama,23692,,,,,,,,,,,,,
Arkansas,769,,,,,,,,,,,,,
Georgia,6593,,,,,,,,,,,,,
Illinois,226,,,,,,,,,,,,,
Indiana,582,,,,,,,,,,,,,
Kentucky,4738,,,,,,,,,,,,,
Mississippi,25394,,,,,,,,,,,,,
Missouri,2339,,,,,,,,,,,,,
Ohio,1143,,,,,,,,,,,,,
Pennsylvania,46046,,,,,,,,,,,,,
Pima,439775,,,,,,,,,,,,,
Arizona,439775,,,,,,,,,,,,,
Pinal,190781,,,,,,,,,,,,,
Arizona,190781,,,,,,,,,,,,,
Pine,7924,,,,,,,,,,,,,
Minnesota,7924,,,,,,,,,,,,,
Pinellas,345836,,,,,,,,,,,,,
Florida,345836,,,,,,,,,,,,,
Pipestone,2172,,,,,,,,,,,,,
Minnesota,2172,,,,,,,,,,,,,
Piscataquis,170,,,,,,,,,,,,,
Maine,170,,,,,,,,,,,,,
Pitkin,8274,,,,,,,,,,,,,
Colorado,8274,,,,,,,,,,,,,
Pitt,42010,,,,,,,,,,,,,
North Carolina,42010,,,,,,,,,,,,,
Pittsburg,4491,,,,,,,,,,,,,
Oklahoma,4491,,,,,,,,,,,,,
Pittsylvania,6366,,,,,,,,,,,,,
Virginia,6366,,,,,,,,,,,,,
Piute,172,,,,,,,,,,,,,
Utah,172,,,,,,,,,,,,,
Placer,43158,,,,,,,,,,,,,
California,43158,,,,,,,,,,,,,
Plaquemines,23313,,,,,,,,,,,,,
Louisiana,23313,,,,,,,,,,,,,
Platte,54635,,,,,,,,,,,,,
Missouri,8501,,,,,,,,,,,,,
Nebraska,46003,,,,,,,,,,,,,
Wyoming,131,,,,,,,,,,,,,
Pleasants,362,,,,,,,,,,,,,
West Virginia,362,,,,,,,,,,,,,
Plumas,629,,,,,,,,,,,,,
California,629,,,,,,,,,,,,,
Plymouth,736301,,,,,,,,,,,,,
Iowa,15833,,,,,,,,,,,,,
Massachusetts,720468,,,,,,,,,,,,,
Pocahontas,4922,,,,,,,,,,,,,
Iowa,3246,,,,,,,,,,,,,
West Virginia,1676,,,,,,,,,,,,,
Poinsett,4094,,,,,,,,,,,,,
Arkansas,4094,,,,,,,,,,,,,
Pointe Coupee,20406,,,,,,,,,,,,,
Louisiana,20406,,,,,,,,,,,,,
Polk,681694,,,,,,,,,,,,,
Arkansas,3836,,,,,,,,,,,,,
Florida,224385,,,,,,,,,,,,,
Georgia,14742,,,,,,,,,,,,,
Iowa,400542,,,,,,,,,,,,,
Minnesota,5658,,,,,,,,,,,,,
Missouri,874,,,,,,,,,,,,,
Nebraska,996,,,,,,,,,,,,,
North Carolina,4832,,,,,,,,,,,,,
Oregon,10721,,,,,,,,,,,,,
Tennessee,2489,,,,,,,,,,,,,
Texas,9827,,,,,,,,,,,,,
Wisconsin,2792,,,,,,,,,,,,,
Ponce,11548,,,,,,,,,,,,,
Puerto Rico,11548,,,,,,,,,,,,,
Pondera,203,,,,,,,,,,,,,
Montana,203,,,,,,,,,,,,,
Pontotoc,14150,,,,,,,,,,,,,
Mississippi,11411,,,,,,,,,,,,,
Oklahoma,2739,,,,,,,,,,,,,
Pope,25260,,,,,,,,,,,,,
Arkansas,24432,,,,,,,,,,,,,
Illinois,81,,,,,,,,,,,,,
Minnesota,747,,,,,,,,,,,,,
Poquoson city,1180,,,,,,,,,,,,,
Virginia,1180,,,,,,,,,,,,,
Portage,41313,,,,,,,,,,,,,
Ohio,34219,,,,,,,,,,,,,
Wisconsin,7094,,,,,,,,,,,,,
Porter,51080,,,,,,,,,,,,,
Indiana,51080,,,,,,,,,,,,,
Portsmouth city,34630,,,,,,,,,,,,,
Virginia,34630,,,,,,,,,,,,,
Posey,2542,,,,,,,,,,,,,
Indiana,2542,,,,,,,,,,,,,
Pottawatomie,11801,,,,,,,,,,,,,
Kansas,3858,,,,,,,,,,,,,
Oklahoma,7943,,,,,,,,,,,,,
Pottawattamie,36366,,,,,,,,,,,,,
Iowa,36366,,,,,,,,,,,,,
Potter,201966,,,,,,,,,,,,,
Pennsylvania,954,,,,,,,,,,,,,
Texas,201012,,,,,,,,,,,,,
Powell,432,,,,,,,,,,,,,
Kentucky,432,,,,,,,,,,,,,
Power,911,,,,,,,,,,,,,
Idaho,911,,,,,,,,,,,,,
Poweshiek,8181,,,,,,,,,,,,,
Iowa,8181,,,,,,,,,,,,,
Powhatan,4424,,,,,,,,,,,,,
Virginia,4424,,,,,,,,,,,,,
Prairie,1035,,,,,,,,,,,,,
Arkansas,1035,,,,,,,,,,,,,
Pratt,515,,,,,,,,,,,,,
Kansas,515,,,,,,,,,,,,,
Preble,4534,,,,,,,,,,,,,
Ohio,4534,,,,,,,,,,,,,
Prentiss,6362,,,,,,,,,,,,,
Mississippi,6362,,,,,,,,,,,,,
Presidio,699,,,,,,,,,,,,,
Texas,699,,,,,,,,,,,,,
Presque Isle,1084,,,,,,,,,,,,,
Michigan,1084,,,,,,,,,,,,,
Preston,3968,,,,,,,,,,,,,
West Virginia,3968,,,,,,,,,,,,,
Price,243,,,,,,,,,,,,,
Wisconsin,243,,,,,,,,,,,,,
Prince Edward,12641,,,,,,,,,,,,,
Virginia,12641,,,,,,,,,,,,,
Prince George,13108,,,,,,,,,,,,,
Virginia,13108,,,,,,,,,,,,,
Prince George's,1369976,,,,,,,,,,,,,
Maryland,1369976,,,,,,,,,,,,,
Prince of Wales-Hyder Census Area,231,,,,,,,,,,,,,
Alaska,231,,,,,,,,,,,,,
Prince William,484220,,,,,,,,,,,,,
Virginia,484220,,,,,,,,,,,,,
Providence,986310,,,,,,,,,,,,,
Rhode Island,986310,,,,,,,,,,,,,
Prowers,1479,,,,,,,,,,,,,
Colorado,1479,,,,,,,,,,,,,
Pueblo,27997,,,,,,,,,,,,,
Colorado,27997,,,,,,,,,,,,,
Pulaski,160861,,,,,,,,,,,,,
Arkansas,130702,,,,,,,,,,,,,
Georgia,4120,,,,,,,,,,,,,
Illinois,4827,,,,,,,,,,,,,
Indiana,4167,,,,,,,,,,,,,
Kentucky,7356,,,,,,,,,,,,,
Missouri,7208,,,,,,,,,,,,,
Virginia,2481,,,,,,,,,,,,,
Pushmataha,758,,,,,,,,,,,,,
Oklahoma,758,,,,,,,,,,,,,
Putnam,231644,,,,,,,,,,,,,
Florida,26026,,,,,,,,,,,,,
Georgia,10291,,,,,,,,,,,,,
Illinois,71,,,,,,,,,,,,,
Indiana,13041,,,,,,,,,,,,,
Missouri,105,,,,,,,,,,,,,
New York,119009,,,,,,,,,,,,,
Ohio,8888,,,,,,,,,,,,,
Tennessee,49910,,,,,,,,,,,,,
West Virginia,4303,,,,,,,,,,,,,
Quay,611,,,,,,,,,,,,,
New Mexico,611,,,,,,,,,,,,,
Quebradillas,2672,,,,,,,,,,,,,
Puerto Rico,2672,,,,,,,,,,,,,
Queen Anne's,15539,,,,,,,,,,,,,
Maryland,15539,,,,,,,,,,,,,
Quitman,5460,,,,,,,,,,,,,
Georgia,1187,,,,,,,,,,,,,
Mississippi,4273,,,,,,,,,,,,,
Rabun,3186,,,,,,,,,,,,,
Georgia,3186,,,,,,,,,,,,,
Racine,142575,,,,,,,,,,,,,
Wisconsin,142575,,,,,,,,,,,,,
Radford city,758,,,,,,,,,,,,,
Virginia,758,,,,,,,,,,,,,
Rains,640,,,,,,,,,,,,,
Texas,640,,,,,,,,,,,,,
Raleigh,2931,,,,,,,,,,,,,
West Virginia,2931,,,,,,,,,,,,,
Ralls,482,,,,,,,,,,,,,
Missouri,482,,,,,,,,,,,,,
Ramsey,276613,,,,,,,,,,,,,
Minnesota,275669,,,,,,,,,,,,,
North Dakota,944,,,,,,,,,,,,,
Randall,62924,,,,,,,,,,,,,
Texas,62924,,,,,,,,,,,,,
Randolph,148786,,,,,,,,,,,,,
Alabama,13975,,,,,,,,,,,,,
Arkansas,3409,,,,,,,,,,,,,
Georgia,18476,,,,,,,,,,,,,
Illinois,23395,,,,,,,,,,,,,
Indiana,6542,,,,,,,,,,,,,
Missouri,1142,,,,,,,,,,,,,
North Carolina,72836,,,,,,,,,,,,,
West Virginia,9011,,,,,,,,,,,,,
Rankin,51980,,,,,,,,,,,,,
Mississippi,51980,,,,,,,,,,,,,
Ransom,945,,,,,,,,,,,,,
North Dakota,945,,,,,,,,,,,,,
Rapides,94316,,,,,,,,,,,,,
Louisiana,94316,,,,,,,,,,,,,
Rappahannock,1445,,,,,,,,,,,,,
Virginia,1445,,,,,,,,,,,,,
Ravalli,1703,,,,,,,,,,,,,
Montana,1703,,,,,,,,,,,,,
Ray,1983,,,,,,,,,,,,,
Missouri,1983,,,,,,,,,,,,,
Reagan,624,,,,,,,,,,,,,
Texas,624,,,,,,,,,,,,,
Real,126,,,,,,,,,,,,,
Texas,126,,,,,,,,,,,,,
Red Lake,284,,,,,,,,,,,,,
Minnesota,284,,,,,,,,,,,,,
Red River,11009,,,,,,,,,,,,,
Louisiana,4959,,,,,,,,,,,,,
Texas,6050,,,,,,,,,,,,,
Red Willow,492,,,,,,,,,,,,,
Nebraska,492,,,,,,,,,,,,,
Redwood,878,,,,,,,,,,,,,
Minnesota,878,,,,,,,,,,,,,
Reeves,1843,,,,,,,,,,,,,
Texas,1843,,,,,,,,,,,,,
Refugio,1160,,,,,,,,,,,,,
Texas,1160,,,,,,,,,,,,,
Reno,6161,,,,,,,,,,,,,
Kansas,6161,,,,,,,,,,,,,
Rensselaer,45342,,,,,,,,,,,,,
New York,45342,,,,,,,,,,,,,
Renville,1625,,,,,,,,,,,,,
Minnesota,1366,,,,,,,,,,,,,
North Dakota,259,,,,,,,,,,,,,
Republic,657,,,,,,,,,,,,,
Kansas,657,,,,,,,,,,,,,
Reynolds,311,,,,,,,,,,,,,
Missouri,311,,,,,,,,,,,,,
Rhea,16014,,,,,,,,,,,,,
Tennessee,16014,,,,,,,,,,,,,
Rice,44999,,,,,,,,,,,,,
Kansas,405,,,,,,,,,,,,,
Minnesota,44594,,,,,,,,,,,,,
Rich,135,,,,,,,,,,,,,
Utah,135,,,,,,,,,,,,,
Richardson,246,,,,,,,,,,,,,
Nebraska,246,,,,,,,,,,,,,
Richland,261996,,,,,,,,,,,,,
Illinois,405,,,,,,,,,,,,,
Louisiana,14232,,,,,,,,,,,,,
Montana,846,,,,,,,,,,,,,
North Dakota,2413,,,,,,,,,,,,,
Ohio,21110,,,,,,,,,,,,,
South Carolina,221609,,,,,,,,,,,,,
Wisconsin,1381,,,,,,,,,,,,,
Richmond,115352,,,,,,,,,,,,,
Georgia,75146,,,,,,,,,,,,,
North Carolina,17300,,,,,,,,,,,,,
Virginia,22906,,,,,,,,,,,,,
Richmond city,131892,,,,,,,,,,,,,
Virginia,131892,,,,,,,,,,,,,
Riley,12422,,,,,,,,,,,,,
Kansas,12422,,,,,,,,,,,,,
Rincon,1750,,,,,,,,,,,,,
Puerto Rico,1750,,,,,,,,,,,,,
Ringgold,617,,,,,,,,,,,,,
Iowa,617,,,,,,,,,,,,,
Rio Arriba,6127,,,,,,,,,,,,,
New Mexico,6127,,,,,,,,,,,,,
Rio Blanco,213,,,,,,,,,,,,,
Colorado,213,,,,,,,,,,,,,
Rio Grande,9827,,,,,,,,,,,,,
Colorado,3830,,,,,,,,,,,,,
Puerto Rico,5997,,,,,,,,,,,,,
Ripley,12718,,,,,,,,,,,,,
Indiana,11622,,,,,,,,,,,,,
Missouri,1096,,,,,,,,,,,,,
Ritchie,129,,,,,,,,,,,,,
West Virginia,129,,,,,,,,,,,,,
Riverside,1100419,,,,,,,,,,,,,
California,1100419,,,,,,,,,,,,,
Roane,3973,,,,,,,,,,,,,
Tennessee,3089,,,,,,,,,,,,,
West Virginia,884,,,,,,,,,,,,,
Roanoke,14008,,,,,,,,,,,,,
Virginia,14008,,,,,,,,,,,,,
Roanoke city,23540,,,,,,,,,,,,,
Virginia,23540,,,,,,,,,,,,,
Roberts,3304,,,,,,,,,,,,,
South Dakota,3038,,,,,,,,,,,,,
Texas,266,,,,,,,,,,,,,
Robertson,52948,,,,,,,,,,,,,
Kentucky,24,,,,,,,,,,,,,
Tennessee,50055,,,,,,,,,,,,,
Texas,2869,,,,,,,,,,,,,
Robeson,80281,,,,,,,,,,,,,
North Carolina,80281,,,,,,,,,,,,,
Rock,65802,,,,,,,,,,,,,
Minnesota,2123,,,,,,,,,,,,,
Nebraska,45,,,,,,,,,,,,,
Wisconsin,63634,,,,,,,,,,,,,
Rock Island,69975,,,,,,,,,,,,,
Illinois,69975,,,,,,,,,,,,,
Rockbridge,1847,,,,,,,,,,,,,
Virginia,1847,,,,,,,,,,,,,
Rockcastle,1701,,,,,,,,,,,,,
Kentucky,1701,,,,,,,,,,,,,
Rockdale,35302,,,,,,,,,,,,,
Georgia,35302,,,,,,,,,,,,,
Rockingham,180770,,,,,,,,,,,,,
New Hampshire,119355,,,,,,,,,,,,,
North Carolina,12315,,,,,,,,,,,,,
Virginia,49100,,,,,,,,,,,,,
Rockland,1330722,,,,,,,,,,,,,
New York,1330722,,,,,,,,,,,,,
Rockwall,20800,,,,,,,,,,,,,
Texas,20800,,,,,,,,,,,,,
Roger Mills,15,,,,,,,,,,,,,
Oklahoma,15,,,,,,,,,,,,,
Rogers,12743,,,,,,,,,,,,,
Oklahoma,12743,,,,,,,,,,,,,
Rolette,587,,,,,,,,,,,,,
North Dakota,587,,,,,,,,,,,,,
Rooks,687,,,,,,,,,,,,,
Kansas,687,,,,,,,,,,,,,
Roosevelt,4550,,,,,,,,,,,,,
Montana,735,,,,,,,,,,,,,
New Mexico,3815,,,,,,,,,,,,,
Roscommon,2303,,,,,,,,,,,,,
Michigan,2303,,,,,,,,,,,,,
